[2026-03-11 12:12:33] [INFO    ] discord.client: logging in using static token
[2026-03-11 12:12:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 4, 'op': 0, 'd': {'user_id': '1387933751937339475', 'timestamp': 1773245567, 'member': {'user': {'username': 'madi.hauptmann', 'public_flags': 0, 'primary_guild': None, 'id': '1387933751937339475', 'global_name': 'madihauptmann', 'display_name_styles': None, 'display_name': 'madihauptmann', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1481305618794024990'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:03.948000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1481301186266267681', 'guild_id': '1481301185226084516'}}
[2026-03-11 12:12:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:12:47] [DEBUG   ] discord.client: Dispatching event typing
[2026-03-11 12:12:47] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-03-11 12:12:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-11T16:12:47.954000+00:00', 'pinned': False, 'nonce': '1481324018312151040', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1481305618794024990'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:03.948000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1481324019650400520', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!hello', 'components': [], 'channel_type': 0, 'channel_id': '1481301186266267681', 'author': {'username': 'madi.hauptmann', 'public_flags': 0, 'primary_guild': None, 'id': '1387933751937339475', 'global_name': 'madihauptmann', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1481301185226084516'}}
[2026-03-11 12:12:49] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:12:49] [DEBUG   ] discord.client: Dispatching event message
[2026-03-11 12:12:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-11T16:12:57.689000+00:00', 'pinned': False, 'nonce': '1481324059030454272', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1481305618794024990'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:03.948000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1481324060481814711', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '/hello', 'components': [], 'channel_type': 0, 'channel_id': '1481301186266267681', 'author': {'username': 'madi.hauptmann', 'public_flags': 0, 'primary_guild': None, 'id': '1387933751937339475', 'global_name': 'madihauptmann', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1481301185226084516'}}
[2026-03-11 12:12:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:12:57] [DEBUG   ] discord.client: Dispatching event message
[2026-03-11 12:12:57] [DEBUG   ] discord.client: Dispatching event command
[2026-03-11 12:12:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-11T16:12:57.912000+00:00', 'pinned': False, 'nonce': '4555467132234822487', 'mentions': [{'username': 'madi.hauptmann', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1481305618794024990'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:03.948000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1387933751937339475', 'global_name': 'madihauptmann', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1481301380365942807'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:50.409504+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1481324061417013291', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Hello, <@1387933751937339475>!', 'components': [], 'channel_type': 0, 'channel_id': '1481301186266267681', 'author': {'username': 'python_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1481299697774624949', 'global_name': None, 'display_name_styles': None, 'discriminator': '2109', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1481301185226084516'}}
[2026-03-11 12:12:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:12:57] [DEBUG   ] discord.client: Dispatching event message
[2026-03-11 12:12:57] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1481301186266267681/messages with {"content":"Hello, <@1387933751937339475>!","components":[],"nonce":"4555467132234822487","enforce_nonce":true,"tts":false} has returned 200
[2026-03-11 12:12:57] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (62df3a8bf3cb0dd93018dd80d06039f6).
[2026-03-11 12:12:57] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1481301186266267681/messages has received {'type': 0, 'content': 'Hello, <@1387933751937339475>!', 'mentions': [{'id': '1387933751937339475', 'username': 'madi.hauptmann', 'avatar': None, 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'madihauptmann', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-11T16:12:57.912000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1481324061417013291', 'channel_id': '1481301186266267681', 'author': {'id': '1481299697774624949', 'username': 'python_bot', 'avatar': None, 'discriminator': '2109', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4555467132234822487'}
[2026-03-11 12:12:57] [DEBUG   ] discord.client: Dispatching event command_completion
[2026-03-11 12:13:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 8, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-11T16:13:04.903000+00:00', 'pinned': False, 'nonce': '1481324089132974080', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1481305618794024990'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:03.948000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1481324090739654809', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '/assign', 'components': [], 'channel_type': 0, 'channel_id': '1481301186266267681', 'author': {'username': 'madi.hauptmann', 'public_flags': 0, 'primary_guild': None, 'id': '1387933751937339475', 'global_name': 'madihauptmann', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1481301185226084516'}}
[2026-03-11 12:13:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:13:04] [DEBUG   ] discord.client: Dispatching event message
[2026-03-11 12:13:04] [DEBUG   ] discord.client: Dispatching event command
[2026-03-11 12:13:04] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/guilds/1481301185226084516/members/1387933751937339475/roles/1481305618794024990 with None has returned 204
[2026-03-11 12:13:04] [DEBUG   ] discord.http: PUT /guilds/{guild_id}/members/{user_id}/roles/{role_id} has found its initial rate limit bucket hash (b0bb9027ff6ae0c9619c2719f4a24de5).
[2026-03-11 12:13:04] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/guilds/1481301185226084516/members/1387933751937339475/roles/1481305618794024990 has received 
[2026-03-11 12:13:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-11T16:13:05.284000+00:00', 'pinned': False, 'nonce': '4124453027188986893', 'mentions': [{'username': 'madi.hauptmann', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1481305618794024990'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:03.948000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1387933751937339475', 'global_name': 'madihauptmann', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1481301380365942807'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:50.409504+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1481324092337426595', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1387933751937339475>, you have been assigned the Premium Member role!', 'components': [], 'channel_type': 0, 'channel_id': '1481301186266267681', 'author': {'username': 'python_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1481299697774624949', 'global_name': None, 'display_name_styles': None, 'discriminator': '2109', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1481301185226084516'}}
[2026-03-11 12:13:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:13:05] [DEBUG   ] discord.client: Dispatching event message
[2026-03-11 12:13:05] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1481301186266267681/messages with {"content":"<@1387933751937339475>, you have been assigned the Premium Member role!","components":[],"nonce":"4124453027188986893","enforce_nonce":true,"tts":false} has returned 200
[2026-03-11 12:13:05] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1481301186266267681/messages has received {'type': 0, 'content': '<@1387933751937339475>, you have been assigned the Premium Member role!', 'mentions': [{'id': '1387933751937339475', 'username': 'madi.hauptmann', 'avatar': None, 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'madihauptmann', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-11T16:13:05.284000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1481324092337426595', 'channel_id': '1481301186266267681', 'author': {'id': '1481299697774624949', 'username': 'python_bot', 'avatar': None, 'discriminator': '2109', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4124453027188986893'}
[2026-03-11 12:13:05] [DEBUG   ] discord.client: Dispatching event command_completion
[2026-03-11 12:13:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-11T16:13:12.362000+00:00', 'pinned': False, 'nonce': '1481324120565088256', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1481305618794024990'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:03.948000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1481324122024841286', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '/remove', 'components': [], 'channel_type': 0, 'channel_id': '1481301186266267681', 'author': {'username': 'madi.hauptmann', 'public_flags': 0, 'primary_guild': None, 'id': '1387933751937339475', 'global_name': 'madihauptmann', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1481301185226084516'}}
[2026-03-11 12:13:12] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:13:12] [DEBUG   ] discord.client: Dispatching event message
[2026-03-11 12:13:12] [DEBUG   ] discord.client: Dispatching event command
[2026-03-11 12:13:12] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1481301185226084516/members/1387933751937339475/roles/1481305618794024990 with None has returned 204
[2026-03-11 12:13:12] [DEBUG   ] discord.http: DELETE /guilds/{guild_id}/members/{user_id}/roles/{role_id} has found its initial rate limit bucket hash (b0bb9027ff6ae0c9619c2719f4a24de5).
[2026-03-11 12:13:12] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1481301185226084516/members/1387933751937339475/roles/1481305618794024990 has received 
[2026-03-11 12:13:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 11, 'op': 0, 'd': {'user': {'username': 'madi.hauptmann', 'public_flags': 0, 'primary_guild': None, 'id': '1387933751937339475', 'global_name': 'madihauptmann', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2026-03-11T14:42:03.948000+00:00', 'guild_id': '1481301185226084516', 'flags': 0, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2026-03-11 12:13:12] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:13:12] [DEBUG   ] discord.client: Dispatching event member_update
